"","cue","n_resp","resp","count"
"20871","musty",27,"rusty",1
"24577","musty",27,"still",1
"26414","musty",27,"thick",1
"27336","musty",27,"tomes",1
"181002","blast",27,"party",8
"221003","blast",27,"shoot",4
"151156","blast",27,"noise",3
"23007","blast",27,"burst",2
"101253","blast",27,"laser",2
"16065","blast",27,"angry",1
"31484","blast",27,"canon",1
"41266","blast",27,"drink",1
"51257","blast",27,"enjoy",1
"61256","blast",27,"force",1
"71257","blast",27,"games",1
"81257","blast",27,"great",1
"91254","blast",27,"had a",1
"111639","blast",27,"laugh",1
"121393","blast",27,"light",1
"131259","blast",27,"miner",1
"141185","blast",27,"music",1
"161116","blast",27,"noisy",1
"171064","blast",27,"paint",1
"19938","blast",27,"power",1
"20872","blast",27,"rocks",1
"211230","blast",27,"shock",1
"23658","blast",27,"sound",1
"24578","blast",27,"space",1
"25502","blast",27,"spark",1
"26415","blast",27,"speed",1
"27337","blast",27,"swear",1
"27338","comet",31,"space",31
"29241","comet",31,"stars",9
"171066","comet",31,"light",5
"181003","comet",31,"night",5
"19939","comet",31,"orbit",4
"28292","comet",31,"speed",3
"16067","comet",31,"beach",2
"81259","comet",31,"cupid",2
"101255","comet",31,"earth",2
"141187","comet",31,"Haley",2
"23009","comet",31,"black",1
"31486","comet",31,"brand",1
"41268","comet",31,"child",1
"51259","comet",31,"clean",1
"61258","comet",31,"cloud",1
"71259","comet",31,"color",1
"91256","comet",31,"dusty",1
"111641","comet",31,"fiery",1
"121395","comet",31,"flash",1
"131261","comet",31,"hales",1
"151158","comet",31,"horse",1
"161118","comet",31,"Jesus",1
"20873","comet",31,"paper",1
"211231","comet",31,"Sally",1
"221004","comet",31,"scene",1
"23659","comet",31,"shake",1
"24579","comet",31,"shine",1
"25503","comet",31,"shoot",1
"26416","comet",31,"sound",1
"30158","comet",31,"trail",1
"31487","comet",31,"watch",1
"23660","bluff",33,"poker",23
"91257","bluff",33,"cliff",22
"81260","bluff",33,"cheat",8
"32180","bluff",33,"trick",5
"71260","bluff",33,"cards",4
"121396","bluff",33,"false",4
"31488","bluff",33,"blind",3
"211232","bluff",33,"ocean",3
"61259","bluff",33,"brave",2
"171067","bluff",33,"hills",2
"19940","bluff",33,"lying",2
"25504","bluff",33,"river",2
"33157","bluff",33,"water",2
"16068","bluff",33,"actor",1
"23010","bluff",33,"beach",1
"41269","bluff",33,"blush",1
"51260","bluff",33,"boast",1
"101256","bluff",33,"climb",1
"111642","bluff",33,"cloud",1
"131262","bluff",33,"feint",1
"141188","bluff",33,"fluff",1
"151159","bluff",33,"front",1
"161119","bluff",33,"games",1
"181004","bluff",33,"laugh",1
"20874","bluff",33,"macho",1
"221005","bluff",33,"pitch",1
"24580","bluff",33,"Riped",1
"26417","bluff",33,"rocks",1
"27339","bluff",33,"smart",1
"28293","bluff",33,"sneak",1
"29242","bluff",33,"steal",1
"30159","bluff",33,"steep",1
"31489","bluff",33,"thief",1
"25505","marsh",28,"swamp",42
"28294","marsh",28,"water",15
"141197","marsh",28,"grass",9
"151168","marsh",28,"green",7
"20878","marsh",28,"reeds",6
"23021","marsh",28,"birds",4
"23661","marsh",28,"soggy",3
"27340","marsh",28,"trees",3
"71271","marsh",28,"delta",2
"111652","marsh",28,"field",2
"131272","marsh",28,"gloom",2
"171075","marsh",28,"muddy",2
"211234","marsh",28,"river",2
"16079","marsh",28,"algae",1
"31500","marsh",28,"boggy",1
"41280","marsh",28,"buggy",1
"51271","marsh",28,"coast",1
"61270","marsh",28,"dales",1
"81271","marsh",28,"ducks",1
"91268","marsh",28,"egret",1
"101267","marsh",28,"ferns",1
"121406","marsh",28,"frogs",1
"161127","marsh",28,"heron",1
"181012","marsh",28,"quick",1
"19947","marsh",28,"rainy",1
"221007","marsh",28,"sedge",1
"24581","marsh",28,"stink",1
"26418","marsh",28,"sweet",1
"211237","suede",30,"shoes",41
"171080","suede",30,"purse",5
"23026","suede",30,"boots",4
"71275","suede",30,"Elvis",4
"31505","suede",30,"brown",2
"51276","suede",30,"couch",2
"91273","suede",30,"furry",2
"141202","suede",30,"nappy",2
"16084","suede",30,"about",1
"41285","suede",30,"cloth",1
"61274","suede",30,"dance",1
"81276","suede",30,"fancy",1
"101272","suede",30,"genie",1
"111657","suede",30,"gross",1
"121411","suede",30,"itchy",1
"131277","suede",30,"music",1
"151173","suede",30,"north",1
"161132","suede",30,"pants",1
"181017","suede",30,"rocks",1
"19951","suede",30,"rough",1
"20882","suede",30,"satin",1
"221010","suede",30,"silky",1
"23664","suede",30,"smart",1
"24583","suede",30,"south",1
"25506","suede",30,"stiff",1
"26419","suede",30,"stone",1
"27341","suede",30,"swede",1
"28295","suede",30,"vegan",1
"29243","suede",30,"velor",1
"30160","suede",30,"water",1
"31506","fiber",25,"cloth",14
"141203","fiber",25,"optic",11
"71276","fiber",25,"glass",7
"16085","fiber",25,"bread",6
"81277","fiber",25,"grain",4
"24584","fiber",25,"wheat",4
"161133","fiber",25,"paper",3
"23027","fiber",25,"cable",2
"61275","fiber",25,"fruit",2
"111658","fiber",25,"micro",2
"121412","fiber",25,"moral",2
"23665","fiber",25,"weave",2
"41286","fiber",25,"crush",1
"91274","fiber",25,"green",1
"101273","fiber",25,"juice",1
"131278","fiber",25,"nylon",1
"151174","fiber",25,"pants",1
"171081","fiber",25,"plant",1
"181018","fiber",25,"rough",1
"19952","fiber",25,"sisal",1
"20883","fiber",25,"smash",1
"211238","fiber",25,"stool",1
"221011","fiber",25,"twine",1
"25507","fiber",25,"wires",1
"26420","fiber",25,"Woody",1
"81278","adorn",28,"crown",6
"111659","adorn",28,"dress",5
"31507","adorn",28,"adore",4
"16086","adorn",28,"acorn",3
"71277","adorn",28,"cover",3
"101274","adorn",28,"drape",3
"121413","adorn",28,"fancy",3
"161134","adorn",28,"jewel",2
"24585","adorn",28,"scarf",2
"28296","adorn",28,"woman",2
"23028","adorn",28,"Adolf",1
"41287","adorn",28,"armor",1
"51277","adorn",28,"cloth",1
"61276","adorn",28,"color",1
"91275","adorn",28,"decor",1
"131279","adorn",28,"frill",1
"141204","adorn",28,"grace",1
"151175","adorn",28,"Greek",1
"171082","adorn",28,"lorne",1
"181019","adorn",28,"medal",1
"19953","adorn",28,"paint",1
"20884","adorn",28,"pearl",1
"211239","adorn",28,"pears",1
"221012","adorn",28,"regal",1
"23666","adorn",28,"robes",1
"25508","adorn",28,"shiny",1
"26421","adorn",28,"walls",1
"27342","adorn",28,"white",1
"161136","spike",32,"sharp",22
"131281","spike",32,"point",8
"151177","spike",32,"punch",6
"41289","spike",32,"drink",5
"111661","spike",32,"metal",5
"23667","spike",32,"stake",5
"51279","spike",32,"fence",3
"71279","spike",32,"graph",3
"211240","spike",32,"spear",3
"16088","spike",32,"Buffy",2
"91277","spike",32,"Jones",2
"25509","spike",32,"stick",2
"23030","spike",32,"cleat",1
"31509","spike",32,"death",1
"61278","spike",32,"glove",1
"81280","spike",32,"hotel",1
"101276","spike",32,"lance",1
"121415","spike",32,"pinch",1
"141206","spike",32,"prick",1
"171084","spike",32,"shiny",1
"181021","spike",32,"shoes",1
"19955","spike",32,"small",1
"20886","spike",32,"spake",1
"221013","spike",32,"spoke",1
"24586","spike",32,"steel",1
"26422","spike",32,"story",1
"27343","spike",32,"taxes",1
"28297","spike",32,"thing",1
"29244","spike",32,"throw",1
"30161","spike",32,"tower",1
"31510","spike",32,"trend",1
"32181","spike",32,"trick",1
"32182","grind",34,"teeth",12
"91290","grind",34,"daily",11
"101289","grind",34,"dance",10
"31523","grind",34,"stone",10
"141215","grind",34,"gears",5
"81293","grind",34,"crush",4
"181027","grind",34,"metal",3
"41302","grind",34,"blade",2
"131290","grind",34,"flour",2
"151186","grind",34,"grain",2
"211243","grind",34,"paste",2
"17001","grind",34,"abate",1
"23043","grind",34,"angle",1
"31524","grind",34,"beans",1
"51292","grind",34,"blend",1
"61291","grind",34,"clubs",1
"71292","grind",34,"crack",1
"111671","grind",34,"earth",1
"121425","grind",34,"erode",1
"161145","grind",34,"grate",1
"171091","grind",34,"level",1
"19960","grind",34,"music",1
"20891","grind",34,"noisy",1
"221016","grind",34,"plane",1
"23669","grind",34,"puree",1
"24588","grind",34,"rough",1
"25510","grind",34,"shake",1
"26423","grind",34,"shave",1
"27344","grind",34,"shred",1
"28298","grind",34,"skate",1
"29245","grind",34,"smash",1
"30162","grind",34,"spice",1
"33158","grind",34,"tough",1
"34136","grind",34,"wheat",1
"71294","slimy",33,"green",19
"101291","slimy",33,"gross",13
"25511","slimy",33,"snail",11
"61293","slimy",33,"gooey",8
"51294","slimy",33,"dirty",7
"161147","slimy",33,"mucus",7
"211244","slimy",33,"slick",6
"33159","slimy",33,"yucky",6
"221017","slimy",33,"slime",4
"26424","slimy",33,"snake",4
"181028","slimy",33,"nasty",3
"23670","slimy",33,"slugs",3
"17003","slimy",33,"algae",2
"81295","slimy",33,"grime",2
"23045","slimy",33,"bingo",1
"31526","slimy",33,"black",1
"41304","slimy",33,"brown",1
"91292","slimy",33,"grimy",1
"111673","slimy",33,"gunky",1
"121427","slimy",33,"jelly",1
"131292","slimy",33,"messy",1
"141217","slimy",33,"moist",1
"151188","slimy",33,"moldy",1
"171092","slimy",33,"muddy",1
"19961","slimy",33,"scaly",1
"20892","slimy",33,"shiny",1
"24589","slimy",33,"smart",1
"27345","slimy",33,"swamp",1
"28299","slimy",33,"swarm",1
"29246","slimy",33,"table",1
"30163","slimy",33,"trail",1
"31527","slimy",33,"woman",1
"32183","slimy",33,"worms",1
"19962","theme",28,"music",13
"24590","theme",28,"story",13
"23671","theme",28,"party",9
"27346","theme",28,"topic",8
"161148","theme",28,"motif",7
"181029","theme",28,"movie",7
"71295","theme",28,"essay",5
"101292","theme",28,"ideas",4
"61294","theme",28,"drama",3
"91293","theme",28,"genre",3
"23046","theme",28,"books",2
"81296","theme",28,"focus",2
"151189","theme",28,"moral",2
"221018","theme",28,"paper",2
"28300","theme",28,"trend",2
"29247","theme",28,"write",2
"17004","theme",28,"alike",1
"31528","theme",28,"chore",1
"41305","theme",28,"chose",1
"51295","theme",28,"color",1
"111674","theme",28,"issue",1
"121428","theme",28,"lemma",1
"131293","theme",28,"lines",1
"141218","theme",28,"magic",1
"171093","theme",28,"mouse",1
"20893","theme",28,"novel",1
"211245","theme",28,"opera",1
"25512","theme",28,"style",1
"71299","steps",29,"dance",10
"51299","steps",29,"climb",6
"81300","steps",29,"first",3
"20895","steps",29,"stair",3
"29248","steps",29,"walks",3
"41309","steps",29,"child",2
"111678","steps",29,"house",2
"141222","steps",29,"music",2
"151191","steps",29,"order",2
"171095","steps",29,"rules",2
"221020","steps",29,"stone",2
"25513","steps",29,"taken",2
"17008","steps",29,"10000",1
"23050","steps",29,"attic",1
"31532","steps",29,"boots",1
"61298","steps",29,"count",1
"91297","steps",29,"ghost",1
"101296","steps",29,"grade",1
"121432","steps",29,"knees",1
"131296","steps",29,"movie",1
"161150","steps",29,"paces",1
"181031","steps",29,"small",1
"19964","steps",29,"stage",1
"211247","steps",29,"steep",1
"23673","steps",29,"stool",1
"24591","steps",29,"store",1
"26425","steps",29,"tiers",1
"27347","steps",29,"tiles",1
"28301","steps",29,"tired",1
"181032","fleet",29,"ships",47
"31534","fleet",29,"boats",8
"71301","fleet",29,"foxes",7
"121434","fleet",29,"ocean",6
"81302","fleet",29,"group",4
"131298","fleet",29,"quick",4
"24592","fleet",29,"swift",4
"51301","fleet",29,"enema",2
"61300","fleet",29,"flock",2
"151193","fleet",29,"sails",2
"161152","fleet",29,"sheep",2
"27348","fleet",29,"truck",2
"17010","fleet",29,"agile",1
"23052","fleet",29,"birds",1
"41311","fleet",29,"brief",1
"91299","fleet",29,"hurry",1
"101298","fleet",29,"lease",1
"111680","fleet",29,"naval",1
"141224","fleet",29,"river",1
"171097","fleet",29,"sheet",1
"19965","fleet",29,"short",1
"20896","fleet",29,"sleet",1
"211248","fleet",29,"space",1
"221021","fleet",29,"Spain",1
"23674","fleet",29,"speed",1
"25514","fleet",29,"tanks",1
"26426","fleet",29,"trees",1
"28302","fleet",29,"Tudor",1
"29249","fleet",29,"water",1
"30164","rocks",33,"stone",12
"151196","rocks",33,"music",6
"24593","rocks",33,"sharp",6
"51305","rocks",33,"cliff",5
"20898","rocks",33,"rolls",5
"23056","rocks",33,"beach",4
"171100","rocks",33,"paper",3
"181035","rocks",33,"river",3
"41315","rocks",33,"brown",2
"61304","rocks",33,"climb",2
"71305","rocks",33,"earth",2
"221023","rocks",33,"round",2
"32184","rocks",33,"water",2
"17014","rocks",33,"bands",1
"31538","rocks",33,"black",1
"81306","rocks",33,"heavy",1
"91303","rocks",33,"Jesus",1
"101302","rocks",33,"large",1
"111684","rocks",33,"ledge",1
"121438","rocks",33,"lumpy",1
"131302","rocks",33,"metal",1
"141227","rocks",33,"movie",1
"161155","rocks",33,"ocean",1
"19967","rocks",33,"rocky",1
"211250","rocks",33,"rough",1
"23676","rocks",33,"shale",1
"25515","rocks",33,"shiny",1
"26427","rocks",33,"sleep",1
"27349","rocks",33,"socks",1
"28303","rocks",33,"solid",1
"29250","rocks",33,"space",1
"31539","rocks",33,"throw",1
"33160","rocks",33,"waves",1
"111685","swoon",34,"faint",43
"81307","swoon",34,"dizzy",4
"71306","swoon",34,"dance",3
"17015","swoon",34,"adore",2
"61305","swoon",34,"crush",2
"151197","swoon",34,"girls",2
"221024","swoon",34,"music",2
"31540","swoon",34,"woman",2
"23057","swoon",34,"belly",1
"31541","swoon",34,"blush",1
"41316","swoon",34,"catch",1
"51306","swoon",34,"croon",1
"91304","swoon",34,"drool",1
"101303","swoon",34,"emote",1
"121439","swoon",34,"flirt",1
"131303","swoon",34,"flock",1
"141228","swoon",34,"giddy",1
"161156","swoon",34,"happy",1
"171101","swoon",34,"heart",1
"181036","swoon",34,"knees",1
"19968","swoon",34,"large",1
"20899","swoon",34,"lover",1
"211251","swoon",34,"movie",1
"23677","swoon",34,"novel",1
"24594","swoon",34,"salts",1
"25516","swoon",34,"silly",1
"26428","swoon",34,"south",1
"27350","swoon",34,"sweat",1
"28304","swoon",34,"sweep",1
"29251","swoon",34,"swish",1
"30165","swoon",34,"swoop",1
"32185","swoon",34,"women",1
"33161","swoon",34,"woozy",1
"34137","swoon",34,"young",1
"23682","fairy",27,"wings",25
"131316","fairy",27,"magic",14
"20906","fairy",27,"tooth",13
"151209","fairy",27,"pixie",6
"181047","fairy",27,"story",5
"26429","fairy",27,"woods",4
"31554","fairy",27,"dream",3
"51319","fairy",27,"elves",3
"171113","fairy",27,"small",3
"23070","fairy",27,"bread",2
"111698","fairy",27,"Grimm",2
"121452","fairy",27,"light",2
"25517","fairy",27,"woman",2
"17028","fairy",27,"angel",1
"41329","fairy",27,"druid",1
"61318","fairy",27,"floss",1
"71319","fairy",27,"gifts",1
"81320","fairy",27,"glade",1
"91317","fairy",27,"glitz",1
"101316","fairy",27,"green",1
"141241","fairy",27,"mound",1
"161168","fairy",27,"queen",1
"19976","fairy",27,"tales",1
"211257","fairy",27,"white",1
"221029","fairy",27,"windy",1
"24596","fairy",27,"witch",1
"27351","fairy",27,"Zelda",1
"24597","blunt",32,"sharp",21
"181048","blunt",32,"knife",17
"111699","blunt",32,"force",6
"81321","blunt",32,"Emily",4
"25518","blunt",32,"smoke",4
"71320","blunt",32,"crude",2
"131317","blunt",32,"harsh",2
"141242","blunt",32,"heavy",2
"17029","blunt",32,"acute",1
"23071","blunt",32,"arrow",1
"31555","blunt",32,"being",1
"41330","blunt",32,"brash",1
"51320","blunt",32,"cigar",1
"61319","blunt",32,"crass",1
"91318","blunt",32,"exact",1
"101317","blunt",32,"final",1
"121453","blunt",32,"frank",1
"151210","blunt",32,"idiot",1
"161169","blunt",32,"James",1
"171114","blunt",32,"joint",1
"19977","blunt",32,"large",1
"20907","blunt",32,"nails",1
"211258","blunt",32,"point",1
"221030","blunt",32,"round",1
"23683","blunt",32,"shape",1
"26430","blunt",32,"solid",1
"27352","blunt",32,"spike",1
"28305","blunt",32,"sword",1
"29252","blunt",32,"tough",1
"30166","blunt",32,"truth",1
"31556","blunt",32,"words",1
"32186","blunt",32,"young",1
"26431","erode",27,"water",20
"41331","erode",27,"cliff",7
"61320","erode",27,"decay",7
"161170","erode",27,"river",5
"171115","erode",27,"rocks",5
"71321","erode",27,"earth",4
"211259","erode",27,"stone",4
"17030","erode",27,"beach",2
"151211","erode",27,"ocean",2
"24598","erode",27,"trust",2
"23072","erode",27,"break",1
"31557","erode",27,"brown",1
"51321","erode",27,"coast",1
"81322","erode",27,"eaten",1
"91319","erode",27,"erase",1
"101318","erode",27,"erupt",1
"111700","erode",27,"field",1
"121454","erode",27,"force",1
"131318","erode",27,"limit",1
"141243","erode",27,"metal",1
"181049","erode",27,"roots",1
"19978","erode",27,"shore",1
"20908","erode",27,"spark",1
"221031","erode",27,"teeth",1
"23684","erode",27,"trees",1
"25519","erode",27,"waste",1
"27353","erode",27,"waves",1
"23080","crumb",28,"bread",69
"171121","crumb",28,"piece",9
"20912","crumb",28,"small",9
"26432","crumb",28,"toast",8
"151218","crumb",28,"messy",7
"161176","crumb",28,"mouse",7
"27354","crumb",28,"trail",4
"211261","crumb",28,"speck",3
"31564","crumb",28,"break",2
"71329","crumb",28,"dirty",2
"17038","crumb",28,"baron",1
"41339","crumb",28,"cakes",1
"51329","crumb",28,"candy",1
"61328","crumb",28,"clean",1
"81330","crumb",28,"dough",1
"91327","crumb",28,"drops",1
"101326","crumb",28,"ducks",1
"111708","crumb",28,"fever",1
"121461","crumb",28,"flaky",1
"131326","crumb",28,"floor",1
"141250","crumb",28,"idiot",1
"181055","crumb",28,"plate",1
"19982","crumb",28,"scone",1
"221032","crumb",28,"sweep",1
"23686","crumb",28,"sweet",1
"24600","crumb",28,"swept",1
"25520","crumb",28,"taste",1
"28306","crumb",28,"wheat",1
"31565","rouge",30,"blush",24
"51330","rouge",30,"color",6
"23081","rouge",30,"baton",4
"20913","rouge",30,"rogue",4
"41340","rouge",30,"cheek",3
"26433","rouge",30,"thief",3
"221033","rouge",30,"rough",2
"28307","rouge",30,"woman",2
"17039","rouge",30,"alone",1
"61329","rouge",30,"cream",1
"71330","rouge",30,"cutie",1
"81331","rouge",30,"feral",1
"91328","rouge",30,"going",1
"101327","rouge",30,"happy",1
"111709","rouge",30,"Khmer",1
"121462","rouge",30,"loner",1
"131327","rouge",30,"ninja",1
"141251","rouge",30,"paint",1
"151219","rouge",30,"Palin",1
"161177","rouge",30,"Paris",1
"171122","rouge",30,"rebel",1
"181056","rouge",30,"river",1
"19983","rouge",30,"robin",1
"211262","rouge",30,"Rosie",1
"23687","rouge",30,"state",1
"24601","rouge",30,"stray",1
"25521","rouge",30,"tease",1
"27355","rouge",30,"whore",1
"29253","rouge",30,"women",1
"30167","rouge",30,"x-men",1
"51337","mints",26,"fresh",21
"23087","mints",26,"candy",15
"61336","mints",26,"green",11
"24603","mints",26,"white",8
"111716","mints",26,"money",6
"41347","mints",26,"coins",5
"131334","mints",26,"plant",3
"171128","mints",26,"spear",3
"26434","mints",26,"yummy",3
"31572","mints",26,"clean",2
"101334","mints",26,"minty",2
"121469","mints",26,"mouth",2
"151226","mints",26,"small",2
"19987","mints",26,"sugar",2
"20916","mints",26,"sweet",2
"221036","mints",26,"tasty",2
"17046","mints",26,"Andes",1
"71337","mints",26,"herbs",1
"81338","mints",26,"hotel",1
"91335","mints",26,"julep",1
"141258","mints",26,"round",1
"161184","mints",26,"snack",1
"181062","mints",26,"spice",1
"211265","mints",26,"taste",1
"23690","mints",26,"treat",1
"25522","mints",26,"words",1
"181066","fumes",26,"smoke",47
"171132","fumes",26,"smell",18
"221039","fumes",26,"toxic",14
"141262","fumes",26,"paint",6
"31576","fumes",26,"angry",4
"61340","fumes",26,"choke",3
"131338","fumes",26,"odors",3
"25523","fumes",26,"vapor",3
"23091","fumes",26,"anger",2
"81342","fumes",26,"cough",2
"111720","fumes",26,"gases",2
"17050","fumes",26,"alarm",1
"41351","fumes",26,"ashes",1
"51341","fumes",26,"black",1
"71341","fumes",26,"cigar",1
"91339","fumes",26,"dizzy",1
"101338","fumes",26,"faint",1
"121473","fumes",26,"leaks",1
"151230","fumes",26,"rages",1
"161188","fumes",26,"scent",1
"19991","fumes",26,"smoky",1
"20920","fumes",26,"spray",1
"211269","fumes",26,"stink",1
"23692","fumes",26,"train",1
"24605","fumes",26,"upset",1
"26435","fumes",26,"waves",1
"71343","hatch",27,"chick",9
"31578","hatch",27,"birth",7
"51343","hatch",27,"break",4
"111722","hatch",27,"cover",4
"121475","hatch",27,"crack",4
"141264","hatch",27,"cross",3
"151232","hatch",27,"entry",2
"161190","hatch",27,"Hutch",2
"17052","hatch",27,"alien",1
"23093","hatch",27,"birds",1
"41353","hatch",27,"booth",1
"61342","hatch",27,"cabin",1
"81344","hatch",27,"chili",1
"91341","hatch",27,"close",1
"101340","hatch",27,"Coney",1
"131340","hatch",27,"creek",1
"171134","hatch",27,"ideas",1
"181067","hatch",27,"latch",1
"19992","hatch",27,"match",1
"20921","hatch",27,"metal",1
"211270","hatch",27,"ocean",1
"221040","hatch",27,"plane",1
"23693","hatch",27,"shell",1
"24606","hatch",27,"sneak",1
"25524","hatch",27,"truck",1
"26436","hatch",27,"trunk",1
"27356","hatch",27,"women",1
"25525","graft",35,"plant",6
"41355","graft",35,"bribe",4
"101342","graft",35,"crime",3
"211271","graft",35,"money",3
"32187","graft",35,"trees",3
"91343","graft",35,"craft",2
"131341","graft",35,"fraud",2
"141265","graft",35,"fruit",2
"20922","graft",35,"mafia",2
"29254","graft",35,"stick",2
"31580","graft",35,"theft",2
"17054","graft",35,"apple",1
"23095","graft",35,"apply",1
"31581","graft",35,"blood",1
"51345","graft",35,"brick",1
"61344","graft",35,"bumpy",1
"71345","graft",35,"cheat",1
"81346","graft",35,"cover",1
"111723","graft",35,"death",1
"121476","graft",35,"first",1
"151233","graft",35,"greed",1
"161191","graft",35,"labor",1
"171135","graft",35,"layer",1
"181068","graft",35,"limbs",1
"19993","graft",35,"loose",1
"221041","graft",35,"organ",1
"23694","graft",35,"paper",1
"24607","graft",35,"plane",1
"26437","graft",35,"print",1
"27357","graft",35,"roses",1
"28308","graft",35,"shiny",1
"30168","graft",35,"sweat",1
"33162","graft",35,"trick",1
"34138","graft",35,"wrong",1
"35120","graft",35,"x-ray",1
"131345","grate",25,"metal",11
"23099","grate",25,"annoy",10
"51349","grate",25,"drain",7
"81350","grate",25,"grill",6
"171138","grate",25,"sewer",5
"181071","grate",25,"shred",5
"31585","grate",25,"cover",4
"61348","grate",25,"fence",4
"151236","grate",25,"noise",3
"23697","grate",25,"steam",3
"41359","grate",25,"crate",2
"71349","grate",25,"great",2
"91347","grate",25,"grind",2
"17058","grate",25,"anger",1
"101346","grate",25,"happy",1
"111727","grate",25,"harsh",1
"121480","grate",25,"lemon",1
"141269","grate",25,"music",1
"161194","grate",25,"peeve",1
"19996","grate",25,"slots",1
"20925","grate",25,"small",1
"211274","grate",25,"smell",1
"221044","grate",25,"smile",1
"24610","grate",25,"teeth",1
"25526","grate",25,"water",1
"101349","sales",25,"money",23
"121483","sales",25,"pitch",10
"211275","sales",25,"store",10
"41362","sales",25,"cheap",5
"131348","sales",25,"price",4
"51352","sales",25,"cheat",2
"161197","sales",25,"shops",2
"17061","sales",25,"asset",1
"23700","sales",25,"bills",1
"31588","sales",25,"books",1
"61351","sales",25,"crush",1
"71352","sales",25,"deals",1
"81353","sales",25,"goods",1
"91350","sales",25,"gross",1
"111730","sales",25,"paper",1
"141272","sales",25,"Sears",1
"151239","sales",25,"shirt",1
"171140","sales",25,"skill",1
"181073","sales",25,"slick",1
"19998","sales",25,"slimy",1
"20926","sales",25,"smile",1
"221045","sales",25,"suits",1
"23701","sales",25,"value",1
"24611","sales",25,"woman",1
"25527","sales",25,"women",1
"51353","slurp",27,"drink",56
"24612","slurp",27,"straw",14
"171141","slurp",27,"noisy",11
"161198","slurp",27,"noise",7
"20927","slurp",27,"slush",5
"131349","slurp",27,"messy",4
"151240","slurp",27,"mouth",4
"221046","slurp",27,"sound",4
"71353","slurp",27,"glass",3
"211276","slurp",27,"smack",2
"23702","slurp",27,"spoon",2
"17062","slurp",27,"bored",1
"23703","slurp",27,"child",1
"31589","slurp",27,"crude",1
"41363","slurp",27,"drank",1
"61352","slurp",27,"enjoy",1
"81354","slurp",27,"green",1
"91351","slurp",27,"gross",1
"101350","slurp",27,"Japan",1
"111731","slurp",27,"juice",1
"121484","slurp",27,"juicy",1
"141273","slurp",27,"moist",1
"181074","slurp",27,"seven",1
"19999","slurp",27,"slump",1
"25528","slurp",27,"thump",1
"26438","slurp",27,"tramp",1
"27358","slurp",27,"water",1
"191000","sauce",33,"pasta",13
"151245","sauce",33,"gravy",11
"29255","sauce",33,"spicy",5
"31596","sauce",33,"cheek",4
"25529","sauce",33,"salsa",4
"211277","sauce",33,"pizza",3
"27359","sauce",33,"saucy",3
"23710","sauce",33,"brown",2
"101356","sauce",33,"drunk",2
"17069","sauce",33,"apple",1
"41370","sauce",33,"chili",1
"51360","sauce",33,"chips",1
"61359","sauce",33,"cover",1
"71360","sauce",33,"cream",1
"81360","sauce",33,"creme",1
"91357","sauce",33,"drink",1
"111737","sauce",33,"flask",1
"121490","sauce",33,"fluid",1
"131355","sauce",33,"glove",1
"141279","sauce",33,"Gracy",1
"161202","sauce",33,"gross",1
"171144","sauce",33,"messy",1
"181076","sauce",33,"money",1
"20928","sauce",33,"pesto",1
"221047","sauce",33,"plate",1
"23711","sauce",33,"roast",1
"24613","sauce",33,"runny",1
"26439","sauce",33,"salty",1
"28309","sauce",33,"slimy",1
"30169","sauce",33,"tasty",1
"31597","sauce",33,"thick",1
"32188","sauce",33,"white",1
"33163","sauce",33,"yummy",1
"111738","grape",28,"fruit",44
"161203","grape",28,"juice",23
"141280","grape",28,"green",11
"24614","grape",28,"sweet",8
"191001","grape",28,"round",7
"91358","grape",28,"drink",4
"151246","grape",28,"jelly",4
"121491","grape",28,"glass",2
"171145","grape",28,"juicy",2
"26440","grape",28,"vines",2
"28310","grape",28,"wrath",2
"17070","grape",28,"apple",1
"23712","grape",28,"aroma",1
"31598","grape",28,"berry",1
"41371","grape",28,"Bible",1
"51361","grape",28,"bread",1
"61360","grape",28,"child",1
"71361","grape",28,"color",1
"81361","grape",28,"drank",1
"101357","grape",28,"fresh",1
"131356","grape",28,"globe",1
"181077","grape",28,"mango",1
"20929","grape",28,"small",1
"211278","grape",28,"snack",1
"221048","grape",28,"stain",1
"23713","grape",28,"sugar",1
"25530","grape",28,"taste",1
"27360","grape",28,"white",1
"71365","fibre",30,"cloth",15
"17073","fibre",30,"being",10
"211280","fibre",30,"optic",6
"111742","fibre",30,"fruit",5
"101361","fibre",30,"fiber",4
"23717","fibre",30,"bread",3
"191004","fibre",30,"moral",3
"26441","fibre",30,"tough",3
"181080","fibre",30,"metal",2
"221049","fibre",30,"paper",2
"31602","fibre",30,"brown",1
"41375","fibre",30,"cable",1
"51365","fibre",30,"cells",1
"61364","fibre",30,"chewy",1
"81365","fibre",30,"colon",1
"91362","fibre",30,"dress",1
"121495","fibre",30,"grain",1
"131360","fibre",30,"grass",1
"141284","fibre",30,"green",1
"151250","fibre",30,"light",1
"161206","fibre",30,"linen",1
"171148","fibre",30,"lungs",1
"20932","fibre",30,"nylon",1
"23718","fibre",30,"plant",1
"24615","fibre",30,"small",1
"25531","fibre",30,"solid",1
"27361","fibre",30,"tread",1
"28311","fibre",30,"trees",1
"29256","fibre",30,"weave",1
"30170","fibre",30,"wheat",1
"61366","eater",29,"diner",10
"191005","eater",29,"obese",3
"171149","eater",29,"lunch",2
"181081","eater",29,"mouth",2
"17075","eater",29,"binge",1
